playerClass,cost,flavor,rarity,set,collectible,playRequirements/REQ_TARGET_TO_PLAY,id,text,artist,howToEarnGolden,type,name,howToEarn,dust/0,dust/1,dust/2,dust/3,attack,race,health,mechanics/0,playRequirements/REQ_MINION_TARGET,spellDamage,mechanics/1,faction,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,targetingArrowText,textInPlay,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_ENEMY_TARGET,durability,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_HERO_TARGET,entourage/7,playRequirements/REQ_LEGENDARY_TARGET,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
SHAMAN,2,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,COMMON,CORE,true,,EX1_565,Adjacent minions have +2 Attack.,Jonathan Ryder,Unlocked at Level 43.,MINION,Flametongue Totem,Unlocked at Level 4.,,,,,0,TOTEM,3,ADJACENT_BUFF,,,AURA,,,,,,,,,,,,Flametongue,,,,,,,,,,,,,,,,,,,,,,,,
,3,"""Rise from your grave!"" - Kel'Thuzad",RARE,NAXX,true,,FP1_009,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,Ben Olson,Can be crafted after defeating The Four Horsemen in the Military Quarter.,MINION,Deathlord,Unlocked by defeating The Four Horsemen in the Military Quarter.,,,,,2,,8,DEATHRATTLE,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,9,Healing: It grows on trees!,EPIC,GVG,true,,GVG_033,Restore all characters to full Health.,Steve Prescott,,SPELL,Tree of Life,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,8,A grammatically awkward life saver.,EPIC,EXPERT1,true,0,EX1_354,Restore #8 Health. Draw 3 cards.,Raymond Swanland,,SPELL,Lay on Hands,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,"Not only does it reveal your enemies, but it's also great for parties!",RARE,EXPERT1,true,,EX1_544,All minions lose <b>Stealth</b>. Destroy all enemy <b>Secrets</b>. Draw a card.,Tyler Walpole,,SPELL,Flare,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,6,This is what happens when you allow goblins to be priests.,EPIC,GVG,true,,GVG_008,Deal damage to each minion equal to its Attack.,Luca Zontini,,SPELL,Lightbomb,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,4,"""Reforestation"" is suddenly a terrifying word.",COMMON,EXPERT1,true,,EX1_158,"Give your minions ""<b>Deathrattle:</b> Summon a 2/2 Treant.""",Markus Erdt,,SPELL,Soul of the Forest,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,4,"The Auchenai know the end is coming, but they're not sure when.",RARE,EXPERT1,true,,EX1_591,Your cards and powers that restore Health now deal damage instead.,Doug Alexander,,MINION,Auchenai Soulpriest,,100,800,20,100,3,,5,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,2,The walrus of Light restores EIGHT Health.,COMMON,GVG,true,,GVG_057,Restore #4 Health to your hero and gain +2 Attack this turn.,Jason Chan,,SPELL,Seal of Light,,40,400,5,50,,,,ImmuneToSpellpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,3,"People assume that shamans control the elements, but really, they have to ask them stuff and the elements are like, ""Yeah ok, sure.""",RARE,GVG,true,,GVG_036,<b>Deathrattle</b>: Give a random friendly Mech +2/+2.,Zoltan and Gabor,,WEAPON,Powermace,,100,800,20,100,3,,,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
SHAMAN,3,"An umbrella won't be effective, I'm afraid.",RARE,EXPERT1,true,,EX1_259,Deal 2-3 damage to all enemy minions. <b>Overload:</b> (2),Christopher Moeller,,SPELL,Lightning Storm,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
,2,Why do its eyes seem to follow you as you walk by?,RARE,EXPERT1,true,,EX1_045,Can't attack.,Richard Wright,,MINION,Ancient Watcher,,100,800,20,100,4,,5,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,"Does he sling spells, or do his spells linger about.  Who can say?",COMMON,TGT,true,,AT_007,<b>Battlecry:</b> Add a random spell to each player's hand.,Andrew Hou,,MINION,Spellslinger,,40,400,5,50,3,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,1,The promise of glory is a powerful tool to get minions to do your bidding.  Only slightly less powerful than the promise of an ice cream bar!,COMMON,TGT,true,0,AT_013,"Choose a minion. Whenever it attacks, restore 4 Health to
your hero.",Mike Sass,,SPELL,Power Word: Glory,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,3,He used to work as an accountant before he tried his hand at Berserkering.,RARE,EXPERT1,true,,EX1_604,"Whenever a minion takes damage, gain +1 Attack.",Simon Bisley,,MINION,Frothing Berserker,,100,800,20,100,2,,4,,,,,,,,,,,,,,,,Berserk,,,,,,,,,,,,,,,,,,,,,,,,
,1,She’s smaller than her sisters Mediumwarden and Heavywarden.,RARE,EXPERT1,true,,EX1_001,"Whenever a character is healed, gain +2 Attack.",Erik Ko,,MINION,Lightwarden,,100,800,20,100,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,1,2 out of 2 saplings recommend that you summon the saplings.,COMMON,TGT,true,,AT_037,<b>Choose One</b> - Deal 2 damage; or Summon two 1/1 Saplings.,Dan Brereton,,SPELL,Living Roots,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,4,"It Slices, it Dices. You can cut a tin can with it. (But you wouldn't want to.)",COMMON,CORE,true,,CS2_097,"Whenever your hero attacks, restore 2 Health to it.",Ryan Sook,Unlocked at Level 40.,WEAPON,Truesilver Champion,Unlocked at Level 2.,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,3,'Flesheating' is an unfair name.  It's just that there's not really much else for him to eat.,COMMON,EXPERT1,true,,tt_004,"Whenever a minion dies, gain +1 Attack.",Alex Horley Orlandelli,,MINION,Flesheating Ghoul,,40,400,5,50,2,,3,,,,,,,,,,,,,,,,Cannibalism,,,,,,,,,,,,,,,,,,,,,,,,
,9,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",LEGENDARY,EXPERT1,true,,EX1_572,"At the end of your turn, add a Dream Card to your hand.",Gabor Szikszai,,MINION,Ysera,,1600,3200,400,1600,4,DRAGON,12,,,,,,,,DREAM_01,DREAM_02,DREAM_03,DREAM_04,DREAM_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"""Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down.""",COMMON,EXPERT1,true,,EX1_556,<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.,Brian Despain,,MINION,Harvest Golem,,40,400,5,50,2,MECHANICAL,3,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"He’s not such a binge exploder anymore. These days, he only explodes socially.",RARE,GVG,true,,GVG_095,Has +4 Attack while your opponent has 6 or more cards in hand.,Jesper Ejsing,,MINION,Goblin Sapper,,100,800,20,100,2,,4,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,“That belongs in the Hall of Explorers!”,LEGENDARY,EXPERT1,true,,EX1_558,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,Matt Dixon,,MINION,Harrison Jones,,1600,3200,400,1600,5,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,No Job is too big.  No fee is too big.,COMMON,EXPERT1,true,,CS2_227,Your minions cost (3) more.,John Polidora,,MINION,Venture Co. Mercenary,,40,400,5,50,7,,6,AURA,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,1,"""As in, you MIGHT want to get out of my way."" - Toad Mackle, recently buffed.",FREE,CORE,true,0,CS2_087,Give a minion +3 Attack.,Zoltan Boros,Unlocked at Level 45.,SPELL,Blessing of Might,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,6,A prime example of lose-lose negotiating.,EPIC,TGT,true,,AT_025,Destroy 2 random enemy minions. Discard 2 random cards.,Paul Mafayon,,SPELL,Dark Bargain,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
MAGE,1,Now with 100% more blast!,EPIC,TGT,true,0,AT_004,Deal 2 damage to a minion. This spell gets double bonus from <b>Spell Damage</b>.,Gabor Szikszai,,SPELL,Arcane Blast,,400,1600,100,400,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,5,Do you know the first rule of Brawl Club?,EPIC,EXPERT1,true,,EX1_407,Destroy all minions except one. <i>(chosen randomly)</i>,Wayne Reynolds,,SPELL,Brawl,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
PRIEST,6,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,COMMON,EXPERT1,true,,EX1_623,<b>Battlecry:</b> Give a friendly minion +3 Health.,Daren Bader,,MINION,Temple Enforcer,,40,400,5,50,6,,6,BATTLECRY,0,,,,,,,,,,,,,Give +3 Health.,,,0,,0,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",RARE,EXPERT1,true,,NEW1_036,Your minions can't be reduced below 1 Health this turn. Draw a card.,Wayne Reynolds,,SPELL,Commanding Shout,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,She's quite jealous of the Gallon-Sized Summoner.,RARE,EXPERT1,true,,EX1_076,The first minion you play each turn costs (1) less.,Ron Spears,,MINION,Pint-Sized Summoner,,100,800,20,100,2,,2,AURA,,,,ALLIANCE,,,,,,,,,,,Ritual,,,,,,,,,,,,,,,,,,,,,,,,
,3,"To operate, this contraption needs a hula doll on the dashboard. Otherwise it's just a “falling machine.”",COMMON,GVG,true,,GVG_084,<b>Windfury</b>,Matt Dixon,,MINION,Flying Machine,,40,400,5,50,1,MECHANICAL,4,WINDFURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,4,Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,RARE,TGT,true,,AT_039,"<b>Inspire:</b> Give your hero
+2 Attack this turn.",Alex Pascenko,,MINION,Savage Combatant,,100,800,20,100,5,BEAST,4,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,Hey you two…could you stand next to each other for a second…,COMMON,CORE,true,,CS2_114,Deal 2 damage to two random enemy minions.,Phroilan Gardner,Unlocked at Level 40.,SPELL,Cleave,Unlocked at Level 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
,4,Training Ogres in the art of spellcasting is a questionable decision.,COMMON,CORE,true,,CS2_197,<b>Spell Damage +1</b>,James Ryman,Unlocked at Warlock Level 55.,MINION,Ogre Magi,,,,,,4,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Once upon a time, only goblins piloted shredders. These days, everyone from Doomsayer to Lorewalker Cho seems to ride one.",COMMON,GVG,true,,GVG_096,<b>Deathrattle:</b> Summon a random 2-Cost minion.,Dan Scott,,MINION,Piloted Shredder,,40,400,5,50,4,MECHANICAL,3,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,5,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",LEGENDARY,GVG,true,,GVG_014,<b>Battlecry:</b> Swap Health with another minion.,Raymond Swanland,,MINION,Vol'jin,,1600,3200,400,1600,6,,2,BATTLECRY,0,,,,,,,,,,,,,Swap Health.,,,,,0,,,,,,,,,,,,,,,,,,,,
MAGE,1,Oh hey it's Mirror Image! !egamI rorriM s'ti yeh hO,COMMON,CORE,true,,CS2_027,Summon two 0/2 minions with <b>Taunt</b>.,Jim Nelson,Unlocked at Level 36.,SPELL,Mirror Image,Unlocked at Level 4.,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,Rogues love sappy movies.,FREE,CORE,true,0,EX1_581,Return an enemy minion to your opponent's hand.,Scott Altmann,Unlocked at Level 40.,SPELL,Sap,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
PRIEST,2,"It isn't clear if people ignore the Lightwell, or if it is just invisible.",RARE,EXPERT1,true,,EX1_341,"At the start of your turn, restore 3 Health to a damaged friendly character.",Blizzard Entertainment,,MINION,Lightwell,,100,800,20,100,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn’t work out the way you want it to.",LEGENDARY,EXPERT1,true,,EX1_298,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",Greg Staples,,MINION,Ragnaros the Firelord,,1600,3200,400,1600,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,See?  Giant.,EPIC,EXPERT1,true,,EX1_586,Costs (1) less for each other minion on the battlefield.,Svetlin Velinov,,MINION,Sea Giant,,400,1600,100,400,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,2,"If you're looking to make an ""Emo"" deck, this card is perfect!",COMMON,GVG,true,0,GVG_015,Deal 3 damage.,Jeff Haynie,,SPELL,Darkbomb,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,This is who you go to when your Blackwing needs a tune up. Don't go to a cut rate Blackwing tune up shop!,COMMON,BRM,true,,BRM_033,"<b>Battlecry:</b> If you're holding a Dragon, gain +1/+1. ",Matt Dixon,Can be crafted after defeating Baron Geddon in Molten Core.,MINION,Blackwing Technician,Unlocked by defeating Baron Geddon in Molten Core.,,,,,2,,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Grunting is what his father did and his father before that.   It's more than just a job.,COMMON,CORE,true,,CS2_121,<b>Taunt</b>,Richie Marella,Unlocked at Shaman Level 57.,MINION,Frostwolf Grunt,,,,,,2,,2,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,You can hire him... until someone offers him enough gold to turn on you.,COMMON,CORE,true,,CS2_187,<b>Taunt</b>,Matt Cavotta,Unlocked at Shaman Level 55.,MINION,Booty Bay Bodyguard,,,,,,5,,4,TAUNT,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"Come at me, bro.",RARE,TGT,true,,AT_069,"<b>Taunt</b>
<b>Battlecry:</b> Give a
minion <b>Taunt</b>.",Jim Nelson,,MINION,Sparring Partner,,100,800,20,100,3,,2,BATTLECRY,0,,TAUNT,,,,,,,,,,,Grant <b>Taunt</b>.,,,,,0,,,,,,,,,,,,,,,,,,,,
MAGE,7,"When the ground is on fire, you should <i>not</i> stop, drop, and roll.",COMMON,CORE,true,,CS2_032,Deal 4 damage to all enemy minions.,Romain De Santi,Unlocked at Level 51.,SPELL,Flamestrike,Unlocked at Level 10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,5,"""Evil Eye Watcher of Doom"" was the original name, but marketing felt it was a bit too aggressive.",COMMON,GVG,true,,GVG_100,"Whenever your hero takes damage on your turn, gain +2/+2.",Todd Lockwood,,MINION,Floating Watcher,,40,400,5,50,4,DEMON,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"ADD ME TO YOUR DECK, MAGGOT!",COMMON,EXPERT1,true,,CS2_188,<b>Battlecry:</b> Give a minion +2 Attack this turn.,Luca Zontini,,MINION,Abusive Sergeant,,40,400,5,50,2,,1,BATTLECRY,0,,,ALLIANCE,,,,,,,,,,Grant +2 Attack.,,,,,0,,,,,,,,,,,,,,,,,,,,
WARLOCK,9,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",LEGENDARY,EXPERT1,true,,EX1_323,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,Alex Horley Orlandelli,,MINION,Lord Jaraxxus,,1600,3200,400,1600,3,DEMON,15,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,8,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,EPIC,EXPERT1,true,,EX1_312,Destroy all minions.,Dave Allsop,,SPELL,Twisting Nether,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,4,Rogues can't stand it. They know you planned it! They are going to set you straight!,EPIC,GVG,true,,GVG_047,Destroy a random enemy minion. <b>Combo</b>: And your opponent's weapon.,Dave Allsop,,SPELL,Sabotage,,400,1600,100,400,,,,COMBO,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
,2,BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!,RARE,EXPERT1,true,,NEW1_020,"After you cast a spell, deal 1 damage to ALL minions.",Alex Horley Orlandelli,,MINION,Wild Pyromancer,,100,800,20,100,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,3,Only goblins would think this was a good idea. Even they are starting to have their doubts.,EPIC,GVG,true,,GVG_050,Deal 1 damage to a random minion. Repeat until a minion dies.,Andrew Hou,,SPELL,Bouncing Blade,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,4,"Menu:  Funnel cakes, carrots, popcorn, jormungar steaks.  It's hard serving a diverse clientele.",COMMON,TGT,true,,AT_111,<b>Battlecry:</b> Restore 4 Health to each hero.,Ron Spears,,MINION,Refreshment Vendor,,40,400,5,50,3,,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,What's more boss than riding a parrot with a jawbone for a shoulderpad while wielding a giant hook-lance-thing and wearing a pirate hat?  NOTHING.,LEGENDARY,TGT,true,,AT_070,"<b>Charrrrrge</b>
Costs (1) less for each friendly Pirate.",Alex Horley Orlandelli,,MINION,Skycap'n Kragg,,1600,3200,400,1600,4,PIRATE,6,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,1,"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!",COMMON,CORE,true,0,CS2_063,"Choose an enemy minion. At the start of your turn, destroy it.",Wayne Reynolds,Unlocked at Level 32.,SPELL,Corruption,Unlocked at Level 2.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
WARLOCK,6,The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar.,EPIC,GVG,true,,GVG_077,"At the end of each turn, destroy this minion if it's your only one.",Josh Harris,,MINION,Anima Golem,,400,1600,100,400,9,MECHANICAL,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Yep.  It's a horse... wearing armor... going to war.,RARE,TGT,true,,AT_108,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Charge</b>.",Edouard Guiton & Tony Washington,,MINION,Armored Warhorse,,100,800,20,100,5,BEAST,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,5,"Druids take nourishment from many things: the power of nature, the songbird's chirp, a chocolate cake.",RARE,EXPERT1,true,,EX1_164,<b>Choose One</b> - Gain 2 Mana Crystals; or Draw 3 cards.,Terese Nielsen,,SPELL,Nourish,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,2,This minion is really powerful!,EPIC,TGT,true,,AT_016,Swap the Attack and Health of all minions.,Sean O'Danield,,SPELL,Confuse,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,"When pirates say there is no ""Eye"" in ""team,"" they are very literal about it.",RARE,GVG,true,,GVG_025,"Whenever you summon a Pirate, gain <b>Stealth</b>.",Danny Beck,,MINION,One-eyed Cheat,,100,800,20,100,4,PIRATE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,2,It's adorable! AND OH MY GOODNESS WHY IS IT EATING MY FACE,COMMON,GVG,true,,GVG_030,"<b>Taunt</b>. <b>Choose One -</b>
+1 Attack; or +1 Health.",Eva Widermann,,MINION,Anodized Robo Cub,,40,400,5,50,2,MECHANICAL,2,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,5,"He didn't have the grades to get into ninja school, but his dad pulled some strings.",RARE,GVG,true,,GVG_088,"<b>Stealth</b>
50% chance to attack the wrong enemy.",Samwise,,MINION,Ogre Ninja,,100,800,20,100,6,,6,STEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,LEGENDARY,EXPERT1,true,,EX1_562,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,Dany Orizio,,MINION,Onyxia,,1600,3200,400,1600,8,DRAGON,8,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,For when you didn’t combobulate quite right the first time around.,EPIC,GVG,true,,GVG_108,<b>Battlecry:</b> Transform a friendly minion into a random minion with the same Cost.,Ben Olson,,MINION,Recombobulator,,400,1600,100,400,3,,2,BATTLECRY,0,,,,,,,,,,,,,Transform!,,,0,,0,,,,,,,,,,,,,,,,,,,,
DRUID,8,I <i>dare</i> you to attack Darnassus.,COMMON,CORE,true,,CS2_232,<b>Taunt</b>,Dave Allsop,Unlocked at Level 49.,MINION,Ironbark Protector,Unlocked at Level 10.,,,,,8,,8,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,3,Is this a noun or a verb?  We will never know.,EPIC,TGT,true,0,AT_044,"Destroy a minion.
Add a random minion to your opponent's hand.",Dan Scott,,SPELL,Mulch,,400,1600,100,400,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,3,Likes: Hiking and the great outdoors. Dislikes: Goblin shredders and sandals. (Can’t find any that fit!).,RARE,GVG,true,,GVG_032,<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.,Chris Rahn,,MINION,Grove Tender,,100,800,20,100,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,She promises not to tell anyone about that thing you did last night with that one person.,RARE,EXPERT1,true,,EX1_080,"Whenever a <b>Secret</b> is played, gain +1/+1.",Gonzalo Ordonez,,MINION,Secretkeeper,,100,800,20,100,1,,2,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,The one time when duping cards won't get your account banned!,COMMON,NAXX,true,,FP1_018,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",Alex Garner,Can be crafted after completing the Mage Class Challenge in Naxxramas.,SPELL,Duplicate,Unlocked by completing the Mage Class Challenge in Naxxramas.,,,,,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,1,"Rogues guard the secrets to poison-making carefully, lest magi start incorporating poison into their spells.  Poisonbolt? Rain of Poison?  Poison Elemental?  Nobody wants that.",FREE,CORE,true,,CS2_074,Give your weapon +2 Attack.,Trevor Jacobs,Unlocked at Level 43.,SPELL,Deadly Poison,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,3,"LOVES being called ""the wonder twins"".",LEGENDARY,TGT,true,,AT_129,"Whenever <b>you</b> target this minion with a spell, gain <b>Divine Shield.</b>",Mark Zug,,MINION,Fjola Lightbane,,1600,3200,400,1600,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,4,"Ragnaros interviews hundreds of Fire Elementals for the position of ""Destroyer"" but very few have what it takes.",COMMON,BRM,true,,BRM_012,<b>Battlecry:</b> Gain 1-4 Attack. <b>Overload:</b> (1),Paul Mafayon,Can be crafted after defeating Lord Victor Nefarius in Blackwing Lair.,MINION,Fireguard Destroyer,Unlocked by defeating Lord Victor Nefarius in Blackwing Lair.,,,,,3,,6,BATTLECRY,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,2,"""I only plunder on days that end in 'y'.""",COMMON,EXPERT1,true,,NEW1_018,<b>Battlecry:</b> Gain Attack equal to the Attack of your weapon.,Jim Nelson,,MINION,Bloodsail Raider,,40,400,5,50,2,PIRATE,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Someone did mess with Tuskerr once.  ONCE.,COMMON,CORE,true,,CS2_196,<b>Battlecry:</b> Summon a 1/1 Boar.,Clint Langley,Unlocked at Hunter Level 55.,MINION,Razorfen Hunter,,,,,,2,,3,BATTLECRY,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"""That's a 50 DKP minus!""",FREE,CORE,true,,CS2_122,Your other minions have +1 Attack.,Phill Gonzales,Unlocked at Warrior Level 57.,MINION,Raid Leader,,,,,,2,,2,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
