text,type,cost,rarity,set,id,name,playRequirements/REQ_TARGET_TO_PLAY,durability,attack,playerClass,flavor,collectible,artist,howToEarnGolden,howToEarn,dust/0,dust/1,dust/2,dust/3,mechanics/0,race,health,textInPlay,playRequirements/REQ_MINION_TARGET,mechanics/1,entourage/0,entourage/1,entourage/2,entourage/3,faction,spellDamage,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/4,entourage/5,entourage/6,targetingArrowText,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_ENEMY_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MUST_TARGET_TAUNTER,entourage/7,entourage/8,entourage/9,entourage/10,entourage/11,entourage/12,entourage/13,entourage/14,entourage/15,entourage/16,entourage/17,entourage/18,entourage/19,entourage/20,entourage/21,entourage/22,entourage/23,entourage/24,entourage/25,entourage/26,entourage/27,entourage/28,entourage/29,entourage/30,entourage/31,entourage/32,entourage/33,entourage/34,entourage/35,entourage/36,entourage/37,entourage/38,entourage/39,entourage/40,entourage/41,entourage/42,entourage/43,entourage/44,entourage/45,entourage/46,entourage/47,entourage/48,entourage/49,entourage/50,entourage/51,entourage/52,entourage/53,entourage/54,entourage/55,entourage/56,entourage/57,entourage/58,entourage/59,playRequirements/REQ_STEADY_SHOT,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_MINION_OR_ENEMY_HERO,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
<b>Battlecry:</b> Cast Corruption on all other minions.,MINION,4,LEGENDARY,TB,BRMC_85,Lucifron,,,4,,,,,,,,,,,BATTLECRY,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroy all <b>Secrets:</b>.,SPELL,0,,CHEAT,XXX_063,Destroy ALL Secrets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,MINION,5,RARE,EXPERT1,NEW1_041,Stampeding Kodo,,,3,,This Kodo is so big that he can stampede by <i>himself</i>.,true,Daren Bader,,,100,800,20,100,BATTLECRY,BEAST,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever you summon a Mech, gain <b>Divine Shield</b>.",MINION,5,RARE,GVG,GVG_062,Cobalt Guardian,,,6,PALADIN,"Guardians used to be built out of Adamantium, but production got moved to Gadgetzan and Cobalt was cheap.",true,Jim Nelson,,,100,800,20,100,,MECHANICAL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Permanently make a character <b>Immune</b>.,SPELL,0,COMMON,CHEAT,XXX_051,Make Immune,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 1 damage.,MINION,3,COMMON,CORE,CS2_141,Ironforge Rifleman,,,2,,"""Ready! Aim! Drink!""",true,Tooth,Unlocked at Mage Level 55.,,,,,,BATTLECRY,,2,,,,,,,,ALLIANCE,,,,,,,Deal 1 damage.,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,3,COMMON,BRM,BRM_010t2,Druid of the Flame,,,2,DRUID,,,Hideaki Takamura,,,,,,,,BEAST,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give your hero +2 Attack this turn and 2 Armor.,SPELL,1,FREE,CORE,CS2_005,Claw,,,,DRUID,The claw decides who will stay and who will go.,true,Dany Orizio,Unlocked at Level 32.,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased stats.,ENCHANTMENT,,,GVG,GVG_100e,Brow Furrow,,,,WARLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Stealth</b>,MINION,3,COMMON,EXPERT1,EX1_017,Jungle Panther,,,4,,"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there.",true,Jaemin Kim,,,40,400,5,50,STEALTH,BEAST,2,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give a minion <b>Taunt</b>.,SPELL,1,,GVG,PART_003,Rusty Horn,0,,,,,,Peerasak Senalai,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Gain 5 Armor.,MINION,6,RARE,GVG,GVG_053,Shieldmaiden,,,5,WARRIOR,She has three shieldbearers in her party to supply her with back ups when she gets low on durability.,true,Alex Horley Orlandelli,,,100,800,20,100,BATTLECRY,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased Attack,ENCHANTMENT,,,GVG,GVG_063a,Retribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restore #8 Health.,SPELL,3,FREE,CORE,CS2_007,Healing Touch,0,,,DRUID,"8 Health, no waiting.",true,Cyril Van Der Haegen,Unlocked at Level 15.,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+2 Health.,ENCHANTMENT,,,NAXX,NAX13_03e,Supercharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+3/+3.,ENCHANTMENT,,,BRM,BRM_024e,Large Talons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry</b>: Give a friendly Mech +2/+2.,MINION,4,RARE,GVG,GVG_055,Screwjank Clunker,,,2,WARRIOR,"If it breaks, just kick it a couple of times while yelling ""Durn thing!""",true,Jesper Ejsing,,,100,800,20,100,BATTLECRY,MECHANICAL,5,,,,,,,,,,,,,,,Give +2/+2.,,0,,0,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WEAPON,6,COMMON,MISSIONS,TU4e_007,Dual Warglaives,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of each turn, summon all friendly minions that died this turn.",MINION,8,LEGENDARY,NAXX,FP1_013,Kel'Thuzad,,,6,,Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,true,Chris Robinson,Can be crafted after defeating every boss in Naxxramas!,Unlocked by defeating every boss in Naxxramas!,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Gain +1/+1 for each friendly Totem.,MINION,4,RARE,TGT,AT_047,Draenei Totemcarver,,,4,SHAMAN,It's nice to find a real craftsman in this day and age of mass-produced totems.,true,RK Post,,,100,800,20,100,BATTLECRY,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summon a random Tron.,SPELL,3,,TB,BRMC_93,Omnotron Defense System,,,,,,,,,,,,,,,,,,,,BRMA14_3,BRMA14_5,BRMA14_7,BRMA14_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Change the Health of all minions to 1.",HERO_POWER,2,,NAXX,NAX12_02,Decimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+1/+1.,ENCHANTMENT,,,TGT,AT_045e,Empowering Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Your Hero Power costs (5) more this turn.,ENCHANTMENT,,,TGT,AT_086e,Villainy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Discard a random card.",HERO_POWER,1,,BRM,BRMA12_10,Mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA07_1H,Highlord Omokk,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you control a <b>Secret</b> at the end of your turn, restore 4 Health to your hero.",MINION,3,RARE,GVG,GVG_089,Illuminator,,,2,,"""LUMOS!"" is not what they yell. What do you think this is, Hogwarts?",true,Jim Nelson,,,100,800,20,100,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroy your weapon and deal its damage to all enemies.,SPELL,2,RARE,EXPERT1,CS2_233,Blade Flurry,,,,ROGUE,"""Look, it's not just about waving daggers around really fast.  It's a lot more complicated than that."" - Shan, Rogue Trainer",true,Hideaki Takamura,,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Summon a Totem of your choice.",HERO_POWER,2,,TGT,AT_132_SHAMAN,Totemic Slam,,,,SHAMAN,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<i>3 for a 5/4? That's a good deal!</i>,MINION,3,LEGENDARY,CREDITS,CRED_05,Kyle Harrison,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Put a copy of a random card in your opponent's hand into your hand.,SPELL,1,COMMON,CORE,CS2_003,Mind Vision,,,,PRIEST,I see what you did there.,true,Michael Komarck,Unlocked at Level 32.,Unlocked at Level 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the start of each turn, gain +1 Attack.",MINION,2,COMMON,GVG,GVG_103,Micro Machine,,,1,,This card is the real thing.,true,Skan Srisuwan,,,40,400,5,50,,MECHANICAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your minions cost (2) less, but not less than (1).",MINION,4,COMMON,EXPERT1,EX1_315,Summoning Portal,,,0,WARLOCK,NOT LESS THAN 1!  Don't get any ideas!,true,Tyler Walpole,,,40,400,5,50,AURA,,4,Summoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,MINION,2,COMMON,NAXX,FP1_024,Unstable Ghoul,,,1,,Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.,true,Mike Nicholson,Can be crafted after defeating Heigan the Unclean in the Plague Quarter.,Unlocked by defeating Heigan the Unclean in the Plague Quarter.,,,,,DEATHRATTLE,,3,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,7,COMMON,TGT,AT_102,Captured Jormungar,,,5,,"You can keep him, but you have to promise to feed him and clean out his tank every day!",true,Gonzalo Ordonez,,,40,400,5,50,,BEAST,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Battlecry:</b> If your opponent has 4 or more minions, take control of one at random.",MINION,3,RARE,EXPERT1,EX1_085,Mind Control Tech,,,3,,"Mind Control technology is getting better, but that's not saying much.",true,Leo Che,,,100,800,20,100,BATTLECRY,,3,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 1 damage to a random enemy.,MINION,2,COMMON,TGT,AT_094,Flame Juggler,,,2,,"At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""",true,James Zhang,,,40,400,5,50,BATTLECRY,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+3 Health.,ENCHANTMENT,,,EXPERT1,EX1_623e,Infusion,,,,PRIEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<i>You are out of demons! At least there are always imps...</i>,MINION,1,COMMON,EXPERT1,EX1_317t,Worthless Imp,,,1,WARLOCK,,,,,,40,400,5,50,,DEMON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When this minion attacks, the enemy player draws a card.",ENCHANTMENT,,,EXPERT1,EX1_363e2,Blessing of Wisdom,,,,PALADIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costs (2) less.,ENCHANTMENT,,,TB,BRMC_97e,Burning Adrenaline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased Attack.,ENCHANTMENT,,,GVG,GVG_086e,Armor Plated,,,,WARRIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of your turn, restore 1 Health to all friendly minions.",MINION,1,FREE,CORE,NEW1_009,Healing Totem,,,0,SHAMAN,,,,,,,,,,,TOTEM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Deal $2 damage.",HERO_POWER,2,,HERO_SKINS,CS2_034_H1_AT_132,Fireblast Rank 2,0,,,MAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+1 Health.,ENCHANTMENT,,,GVG,GVG_030be,Tank Mode,,,,DRUID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,,NAXX,NAX11_03,Fallout Slime,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.,MINION,2,COMMON,EXPERT1,EX1_362,Argent Protector,,,2,PALADIN,"""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""",true,Doug Alexander,,,40,400,5,50,BATTLECRY,,2,,0,,,,,,,,,,,,,Give <b>Divine Shield</b>.,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Charge</b>. <b>Battlecry:</b> Give your opponent a Mana Crystal.,MINION,3,RARE,EXPERT1,EX1_089,Arcane Golem,,,4,,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",true,Sedhayu Ardian,,,100,800,20,100,BATTLECRY,,2,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,2,LEGENDARY,EXPERT1,EX1_finkle,Finkle Einhorn,,,3,,,,,,,1600,3200,400,1600,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+2/+2.,ENCHANTMENT,,,GVG,GVG_060e,Well Equipped,,,,PALADIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $5 damage. Restore #5 Health to your hero.,SPELL,6,RARE,EXPERT1,EX1_624,Holy Fire,0,,,PRIEST,Often followed by Holy Smokes!,true,Miguel Coimbra,,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Your opponent's Hero Power costs (5) more next turn.,MINION,3,RARE,TGT,AT_086,Saboteur,,,4,,Listen all y'all it's a saboteur!,true,Greg Staples,,,100,800,20,100,BATTLECRY,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Freeze</b> all enemy minions.,SPELL,3,COMMON,CORE,CS2_026,Frost Nova,,,,MAGE,"Hey man, that's cold.  Literally and metaphorically.",true,Josh Tallman,Unlocked at Level 23.,Unlocked at Level 6.,,,,,FREEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This minion has consumed Divine Shields and has increased Attack and Health.,ENCHANTMENT,,COMMON,EXPERT1,EX1_590e,Shadows of M'uru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased Attack.,ENCHANTMENT,,,TB,BRMC_86e,I Hear You...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+3/+3,ENCHANTMENT,,,BRM,BRM_014e,Power Rager,,,,HUNTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of your turn, restore 4 Health to your hero.",MINION,2,RARE,GVG,GVG_039,Vitality Totem,,,0,SHAMAN,You can usually find these at the totemist's market on Saturdays.,true,Guangjian Huang,,,100,800,20,100,,TOTEM,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While this is in your hand, restore 2 health to your opponent at the start of your turn.",SPELL,1,,BRM,BRMA12_4,Brood Affliction: Green,,,,,,,,,,,,,,EVIL_GLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever you summon a Beast, draw a card.",MINION,5,COMMON,CORE,CS2_237,Starving Buzzard,,,3,HUNTER,"If you feed him, he loses his whole <i>identity</i>.",true,Bernie Kang,Unlocked at Level 47.,Unlocked at Level 4.,,,,,,BEAST,2,Soaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA03_1,Emperor Thaurissan,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Summon two 2/2 Hyenas.,MINION,6,RARE,EXPERT1,EX1_534,Savannah Highmane,,,6,HUNTER,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",true,Milivoj Ceran,,,100,800,20,100,DEATHRATTLE,BEAST,5,Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $5 damage to a minion.,SPELL,0,,EXPERT1,NEW1_007b,Starfall,0,,,DRUID,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costs (1) less for each card in your opponent's hand.,MINION,12,EPIC,GVG,GVG_121,Clockwork Giant,,,8,,He and Mountain Giant don't get along.,true,Dan Scott,,,400,1600,100,400,,MECHANICAL,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",MINION,6,RARE,GVG,GVG_034,Mech-Bear-Cat,,,7,DRUID,Crushes buildings with his BEAR hands. ,true,Trent Kaniuga,,,100,800,20,100,,MECHANICAL,6,,,,PART_007,PART_006,PART_005,PART_001,,,,,PART_003,PART_002,PART_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restore 8 Health.,SPELL,3,COMMON,MISSIONS,TU4c_008,Will of Mukla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summon a random friendly minion that died this game.,SPELL,2,RARE,BRM,BRM_017,Resurrect,,,,PRIEST,"I walked into the dungeon and noticed a slain adventurer. In his final moments, he had scrawled out a message in the dust on the wall beside him. Two words: ""rez plz""",true,Luke Mancini,Can be crafted after defeating Emperor Thaurissan in Blackrock Depths.,Unlocked by defeating Emperor Thaurissan in Blackrock Depths.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Add Echo of Medivh and Echoing Ooze to your hand. ,MINION,4,LEGENDARY,CREDITS,CRED_25,Elizabeth Cho,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
